case_index,scenario,kind,truth,top1,top3,correct,rank
492,three_tool_chain,exception,PaymentRecovery4239Error,PaymentRecovery4239Error,PaymentRecovery4239Error,1,1
493,diagnostic_fork,class_name,PaymentRecoveryNode2222,PaymentRecoveryNode2222,PaymentRecoveryNode2222,1,1
494,late_single_cause,function_name,recover_payment_state_2392,recover_payment_state_2392,recover_payment_state_2392|recover_payment_state_3793,1,1
495,competing_bridges,request_id,req-6617,req-6617,req-6617|req-6435,1,1
496,late_single_cause,class_name,PaymentRecoveryNode2708,PaymentRecoveryNode2708,PaymentRecoveryNode2708|PaymentRecoveryNode9693,1,1
497,late_single_cause,request_id,req-1051,req-1051,req-1051|req-1546,1,1
498,competing_bridges,file_path,services/payment/recovery_0931.py,services/payment/recovery_0931.py,services/payment/recovery_0931.py|services/payment/recovery_9570.py,1,1
499,late_single_cause,file_path,services/payment/recovery_3098.py,services/payment/recovery_3098.py,services/payment/recovery_3098.py|services/payment/recovery_4911.py,1,1
500,isolated_observations,test_name,,,,1,
501,three_tool_chain,class_name,PaymentRecoveryNode5074,PaymentRecoveryNode5074,PaymentRecoveryNode5074,1,1
502,two_hop_join,class_name,PaymentRecoveryNode1817,PaymentRecoveryNode1817,PaymentRecoveryNode1817,1,1
503,diagnostic_fork,request_id,req-5346,req-5346,req-5346,1,1
504,ambiguous_competitors,class_name,,PaymentRecoveryNode5677,PaymentRecoveryNode5677|PaymentRecoveryNode0637,0,
505,diagnostic_fork,config_key,PAYMENT_RECOVERY_2809,PAYMENT_RECOVERY_2809,PAYMENT_RECOVERY_2809,1,1
506,ambiguous_competitors,function_name,,recover_payment_state_4780,recover_payment_state_4780|recover_payment_state_9179,0,
507,ambiguous_competitors,test_name,,test_payment_recovery_0358,test_payment_recovery_0358|test_payment_recovery_4952,0,
508,diagnostic_fork,config_key,PAYMENT_RECOVERY_2176,PAYMENT_RECOVERY_2176,PAYMENT_RECOVERY_2176,1,1
509,speculative_loop,exception,,PaymentRecovery0484Error,PaymentRecovery0484Error|PaymentRecovery2029Error,0,
510,isolated_observations,function_name,,,,1,
511,diagnostic_fork,test_name,test_payment_recovery_6016,test_payment_recovery_6016,test_payment_recovery_6016,1,1
512,speculative_loop,request_id,,req-5975,req-5975|req-0530,0,
513,late_single_cause,function_name,recover_payment_state_9023,recover_payment_state_9023,recover_payment_state_9023|recover_payment_state_6212,1,1
514,diagnostic_fork,request_id,req-9281,req-9281,req-9281,1,1
515,late_single_cause,class_name,PaymentRecoveryNode4422,PaymentRecoveryNode4422,PaymentRecoveryNode4422|PaymentRecoveryNode7195,1,1
516,ambiguous_competitors,function_name,,recover_payment_state_7351,recover_payment_state_7351|recover_payment_state_7637,0,
517,bridge_with_noise,test_name,test_payment_recovery_7643,test_payment_recovery_7643,test_payment_recovery_7643|test_payment_recovery_3908,1,1
518,stale_then_confirmed,class_name,PaymentRecoveryNode9392,PaymentRecoveryNode9392,PaymentRecoveryNode9392|PaymentRecoveryNode6025,1,1
519,ambiguous_competitors,test_name,,test_payment_recovery_0818,test_payment_recovery_0818|test_payment_recovery_9710,0,
520,competing_bridges,exception,PaymentRecovery1327Error,PaymentRecovery1327Error,PaymentRecovery1327Error|PaymentRecovery7556Error,1,1
521,bridge_with_noise,class_name,PaymentRecoveryNode2484,PaymentRecoveryNode2484,PaymentRecoveryNode2484|PaymentRecoveryNode2368,1,1
522,stale_then_confirmed,test_name,test_payment_recovery_5419,test_payment_recovery_5419,test_payment_recovery_5419|test_payment_recovery_0863,1,1
523,bridge_with_noise,class_name,PaymentRecoveryNode0987,PaymentRecoveryNode0987,PaymentRecoveryNode0987|PaymentRecoveryNode1421,1,1
524,late_single_cause,exception,PaymentRecovery1364Error,PaymentRecovery1364Error,PaymentRecovery1364Error|PaymentRecovery0819Error,1,1
525,two_hop_join,test_name,test_payment_recovery_5311,test_payment_recovery_5311,test_payment_recovery_5311,1,1
526,ambiguous_competitors,test_name,,test_payment_recovery_7767,test_payment_recovery_7767|test_payment_recovery_4182,0,
527,isolated_observations,exception,,,,1,
528,mixed_evidence,config_key,PAYMENT_RECOVERY_9492,PAYMENT_RECOVERY_9492,PAYMENT_RECOVERY_9492|PAYMENT_RECOVERY_0559,1,1
529,diagnostic_fork,test_name,test_payment_recovery_7071,test_payment_recovery_7071,test_payment_recovery_7071,1,1
530,diagnostic_fork,exception,PaymentRecovery8608Error,PaymentRecovery8608Error,PaymentRecovery8608Error,1,1
531,competing_bridges,file_path,services/payment/recovery_7467.py,services/payment/recovery_7467.py,services/payment/recovery_7467.py|services/payment/recovery_6051.py,1,1
532,bridge_with_noise,file_path,services/payment/recovery_3749.py,services/payment/recovery_3749.py,services/payment/recovery_3749.py|services/payment/recovery_1458.py,1,1
533,isolated_observations,request_id,,,,1,
534,isolated_observations,request_id,,,,1,
535,stale_then_confirmed,file_path,services/payment/recovery_6424.py,services/payment/recovery_6424.py,services/payment/recovery_6424.py|services/payment/recovery_0265.py,1,1
536,bridge_with_noise,request_id,req-0373,req-0373,req-0373|req-1722,1,1
537,mixed_evidence,exception,PaymentRecovery3860Error,PaymentRecovery3860Error,PaymentRecovery3860Error|PaymentRecovery9072Error,1,1
538,late_single_cause,function_name,recover_payment_state_7963,recover_payment_state_7963,recover_payment_state_7963|recover_payment_state_3124,1,1
539,late_single_cause,function_name,recover_payment_state_5644,recover_payment_state_5644,recover_payment_state_5644|recover_payment_state_1890,1,1
540,mixed_evidence,exception,PaymentRecovery1174Error,PaymentRecovery1174Error,PaymentRecovery1174Error|PaymentRecovery8021Error,1,1
541,diagnostic_fork,config_key,PAYMENT_RECOVERY_5888,PAYMENT_RECOVERY_5888,PAYMENT_RECOVERY_5888,1,1
542,stale_then_confirmed,file_path,services/payment/recovery_6564.py,services/payment/recovery_6564.py,services/payment/recovery_6564.py|services/payment/recovery_2740.py,1,1
543,isolated_observations,file_path,,,,1,
544,diagnostic_fork,function_name,recover_payment_state_0495,recover_payment_state_0495,recover_payment_state_0495,1,1
545,bridge_with_noise,exception,PaymentRecovery5333Error,PaymentRecovery5333Error,PaymentRecovery5333Error|PaymentRecovery7265Error,1,1
546,stale_then_confirmed,exception,PaymentRecovery5845Error,PaymentRecovery5845Error,PaymentRecovery5845Error|PaymentRecovery3073Error,1,1
547,three_tool_chain,file_path,services/payment/recovery_0879.py,services/payment/recovery_0879.py,services/payment/recovery_0879.py,1,1
548,two_hop_join,exception,PaymentRecovery2646Error,PaymentRecovery2646Error,PaymentRecovery2646Error,1,1
549,bridge_with_noise,file_path,services/payment/recovery_7283.py,services/payment/recovery_7283.py,services/payment/recovery_7283.py|services/payment/recovery_6789.py,1,1
550,isolated_observations,file_path,,,,1,
551,diagnostic_fork,test_name,test_payment_recovery_5861,test_payment_recovery_5861,test_payment_recovery_5861,1,1
552,late_single_cause,function_name,recover_payment_state_1915,recover_payment_state_1915,recover_payment_state_1915|recover_payment_state_8836,1,1
553,speculative_loop,class_name,,PaymentRecoveryNode6549,PaymentRecoveryNode6549|PaymentRecoveryNode9587,0,
554,two_hop_join,exception,PaymentRecovery6834Error,PaymentRecovery6834Error,PaymentRecovery6834Error,1,1
555,two_hop_join,file_path,services/payment/recovery_3645.py,services/payment/recovery_3645.py,services/payment/recovery_3645.py,1,1
556,ambiguous_competitors,test_name,,test_payment_recovery_7975,test_payment_recovery_7975|test_payment_recovery_9443,0,
557,competing_bridges,function_name,recover_payment_state_0606,recover_payment_state_0606,recover_payment_state_0606|recover_payment_state_0407,1,1
558,competing_bridges,function_name,recover_payment_state_0707,recover_payment_state_0707,recover_payment_state_0707|recover_payment_state_0830,1,1
559,ambiguous_competitors,test_name,,test_payment_recovery_2804,test_payment_recovery_2804|test_payment_recovery_5274,0,
560,ambiguous_competitors,exception,,PaymentRecovery4372Error,PaymentRecovery4372Error|PaymentRecovery6725Error,0,
561,late_single_cause,class_name,PaymentRecoveryNode4212,PaymentRecoveryNode4212,PaymentRecoveryNode4212|PaymentRecoveryNode6082,1,1
562,isolated_observations,request_id,,,,1,
563,bridge_with_noise,file_path,services/payment/recovery_5954.py,services/payment/recovery_5954.py,services/payment/recovery_5954.py|services/payment/recovery_7893.py,1,1
564,two_hop_join,function_name,recover_payment_state_4672,recover_payment_state_4672,recover_payment_state_4672,1,1
565,ambiguous_competitors,file_path,,services/payment/recovery_9195.py,services/payment/recovery_9195.py|services/payment/recovery_3264.py,0,
566,ambiguous_competitors,request_id,,req-4345,req-4345|req-5205,0,
567,speculative_loop,class_name,,PaymentRecoveryNode1622,PaymentRecoveryNode1622|PaymentRecoveryNode2984,0,
568,ambiguous_competitors,request_id,,req-4388,req-4388|req-9563,0,
569,three_tool_chain,test_name,test_payment_recovery_3122,test_payment_recovery_3122,test_payment_recovery_3122,1,1
570,late_single_cause,test_name,test_payment_recovery_3025,test_payment_recovery_3025,test_payment_recovery_3025|test_payment_recovery_8771,1,1
571,diagnostic_fork,exception,PaymentRecovery6935Error,PaymentRecovery6935Error,PaymentRecovery6935Error,1,1
572,bridge_with_noise,test_name,test_payment_recovery_4775,test_payment_recovery_4775,test_payment_recovery_4775|test_payment_recovery_2379,1,1
573,late_single_cause,class_name,PaymentRecoveryNode1356,PaymentRecoveryNode1356,PaymentRecoveryNode1356|PaymentRecoveryNode8894,1,1
574,competing_bridges,exception,PaymentRecovery6350Error,PaymentRecovery6350Error,PaymentRecovery6350Error|PaymentRecovery1787Error,1,1
575,competing_bridges,file_path,services/payment/recovery_0211.py,services/payment/recovery_0211.py,services/payment/recovery_0211.py|services/payment/recovery_0357.py,1,1
576,mixed_evidence,exception,PaymentRecovery5264Error,PaymentRecovery5264Error,PaymentRecovery5264Error|PaymentRecovery1073Error,1,1
577,late_single_cause,config_key,PAYMENT_RECOVERY_8115,PAYMENT_RECOVERY_8115,PAYMENT_RECOVERY_8115|PAYMENT_RECOVERY_7576,1,1
578,late_single_cause,request_id,req-7551,req-7551,req-7551|req-7147,1,1
579,three_tool_chain,function_name,recover_payment_state_2831,recover_payment_state_2831,recover_payment_state_2831,1,1
580,ambiguous_competitors,file_path,,services/payment/recovery_4968.py,services/payment/recovery_4968.py|services/payment/recovery_5216.py,0,
581,isolated_observations,exception,,,,1,
582,bridge_with_noise,config_key,PAYMENT_RECOVERY_7356,PAYMENT_RECOVERY_7356,PAYMENT_RECOVERY_7356|PAYMENT_RECOVERY_4277,1,1
583,bridge_with_noise,function_name,recover_payment_state_1161,recover_payment_state_1161,recover_payment_state_1161|recover_payment_state_4594,1,1
584,late_single_cause,test_name,test_payment_recovery_3437,test_payment_recovery_3437,test_payment_recovery_3437|test_payment_recovery_1173,1,1
585,ambiguous_competitors,config_key,,PAYMENT_RECOVERY_3576,PAYMENT_RECOVERY_3576|PAYMENT_RECOVERY_6074,0,
586,stale_then_confirmed,config_key,PAYMENT_RECOVERY_3878,PAYMENT_RECOVERY_3878,PAYMENT_RECOVERY_3878|PAYMENT_RECOVERY_9477,1,1
587,late_single_cause,function_name,recover_payment_state_8771,recover_payment_state_8771,recover_payment_state_8771|recover_payment_state_7848,1,1
588,diagnostic_fork,config_key,PAYMENT_RECOVERY_7781,PAYMENT_RECOVERY_7781,PAYMENT_RECOVERY_7781,1,1
589,three_tool_chain,file_path,services/payment/recovery_8164.py,services/payment/recovery_8164.py,services/payment/recovery_8164.py,1,1
590,ambiguous_competitors,request_id,,req-5380,req-5380|req-3499,0,
591,diagnostic_fork,request_id,req-6411,req-6411,req-6411,1,1
592,mixed_evidence,config_key,PAYMENT_RECOVERY_9532,PAYMENT_RECOVERY_9532,PAYMENT_RECOVERY_9532|PAYMENT_RECOVERY_6851,1,1
593,speculative_loop,config_key,,PAYMENT_RECOVERY_7015,PAYMENT_RECOVERY_7015|PAYMENT_RECOVERY_3165,0,
594,isolated_observations,function_name,,,,1,
595,three_tool_chain,function_name,recover_payment_state_9530,recover_payment_state_9530,recover_payment_state_9530,1,1
596,bridge_with_noise,request_id,req-5542,req-5542,req-5542|req-4166,1,1
597,late_single_cause,class_name,PaymentRecoveryNode6326,PaymentRecoveryNode6326,PaymentRecoveryNode6326|PaymentRecoveryNode1859,1,1
598,bridge_with_noise,file_path,services/payment/recovery_5365.py,services/payment/recovery_5365.py,services/payment/recovery_5365.py|services/payment/recovery_5139.py,1,1
599,competing_bridges,file_path,services/payment/recovery_8341.py,services/payment/recovery_8341.py,services/payment/recovery_8341.py|services/payment/recovery_0849.py,1,1
600,diagnostic_fork,class_name,PaymentRecoveryNode8448,PaymentRecoveryNode8448,PaymentRecoveryNode8448,1,1
601,competing_bridges,request_id,req-6660,req-6660,req-6660|req-0944,1,1
602,competing_bridges,test_name,test_payment_recovery_5910,test_payment_recovery_5910,test_payment_recovery_5910|test_payment_recovery_4888,1,1
603,diagnostic_fork,request_id,req-6901,req-6901,req-6901,1,1
604,two_hop_join,class_name,PaymentRecoveryNode0694,PaymentRecoveryNode0694,PaymentRecoveryNode0694,1,1
605,mixed_evidence,class_name,PaymentRecoveryNode2390,PaymentRecoveryNode2390,PaymentRecoveryNode2390|PaymentRecoveryNode1522,1,1
606,two_hop_join,test_name,test_payment_recovery_8305,test_payment_recovery_8305,test_payment_recovery_8305,1,1
607,ambiguous_competitors,config_key,,PAYMENT_RECOVERY_2089,PAYMENT_RECOVERY_2089|PAYMENT_RECOVERY_3695,0,
608,late_single_cause,file_path,services/payment/recovery_4609.py,services/payment/recovery_4609.py,services/payment/recovery_4609.py|services/payment/recovery_4191.py,1,1
609,mixed_evidence,request_id,req-0510,req-0510,req-0510|req-5692,1,1
610,diagnostic_fork,exception,PaymentRecovery9453Error,PaymentRecovery9453Error,PaymentRecovery9453Error,1,1
611,ambiguous_competitors,file_path,,services/payment/recovery_5566.py,services/payment/recovery_5566.py|services/payment/recovery_9486.py,0,
612,ambiguous_competitors,exception,,PaymentRecovery6780Error,PaymentRecovery6780Error|PaymentRecovery1229Error,0,
613,bridge_with_noise,class_name,PaymentRecoveryNode9264,PaymentRecoveryNode9264,PaymentRecoveryNode9264|PaymentRecoveryNode7657,1,1
614,competing_bridges,test_name,test_payment_recovery_1758,test_payment_recovery_1758,test_payment_recovery_1758|test_payment_recovery_0182,1,1
615,speculative_loop,class_name,,PaymentRecoveryNode2440,PaymentRecoveryNode2440|PaymentRecoveryNode8546,0,
616,three_tool_chain,file_path,services/payment/recovery_3957.py,services/payment/recovery_3957.py,services/payment/recovery_3957.py,1,1
617,stale_then_confirmed,file_path,services/payment/recovery_6422.py,services/payment/recovery_6422.py,services/payment/recovery_6422.py|services/payment/recovery_9681.py,1,1
618,competing_bridges,exception,PaymentRecovery2426Error,PaymentRecovery2426Error,PaymentRecovery2426Error|PaymentRecovery3062Error,1,1
619,mixed_evidence,test_name,test_payment_recovery_6352,test_payment_recovery_6352,test_payment_recovery_6352|test_payment_recovery_3591,1,1
620,competing_bridges,function_name,recover_payment_state_2538,recover_payment_state_2538,recover_payment_state_2538|recover_payment_state_2056,1,1
621,late_single_cause,class_name,PaymentRecoveryNode7566,PaymentRecoveryNode7566,PaymentRecoveryNode7566|PaymentRecoveryNode1529,1,1
622,speculative_loop,exception,,PaymentRecovery2192Error,PaymentRecovery2192Error|PaymentRecovery0106Error,0,
623,bridge_with_noise,class_name,PaymentRecoveryNode5061,PaymentRecoveryNode5061,PaymentRecoveryNode5061|PaymentRecoveryNode0558,1,1
624,late_single_cause,request_id,req-3776,req-3776,req-3776|req-5901,1,1
625,stale_then_confirmed,file_path,services/payment/recovery_6791.py,services/payment/recovery_6791.py,services/payment/recovery_6791.py|services/payment/recovery_1659.py,1,1
626,two_hop_join,file_path,services/payment/recovery_1614.py,services/payment/recovery_1614.py,services/payment/recovery_1614.py,1,1
627,late_single_cause,test_name,test_payment_recovery_9013,test_payment_recovery_9013,test_payment_recovery_9013|test_payment_recovery_6098,1,1
628,two_hop_join,config_key,PAYMENT_RECOVERY_4621,PAYMENT_RECOVERY_4621,PAYMENT_RECOVERY_4621,1,1
629,stale_then_confirmed,config_key,PAYMENT_RECOVERY_2263,PAYMENT_RECOVERY_2263,PAYMENT_RECOVERY_2263|PAYMENT_RECOVERY_6975,1,1
630,diagnostic_fork,file_path,services/payment/recovery_0410.py,services/payment/recovery_0410.py,services/payment/recovery_0410.py,1,1
631,two_hop_join,config_key,PAYMENT_RECOVERY_6720,PAYMENT_RECOVERY_6720,PAYMENT_RECOVERY_6720,1,1
632,ambiguous_competitors,file_path,,services/payment/recovery_3826.py,services/payment/recovery_3826.py|services/payment/recovery_6653.py,0,
633,speculative_loop,test_name,,test_payment_recovery_3291,test_payment_recovery_3291|test_payment_recovery_2367,0,
634,competing_bridges,request_id,req-2227,req-2227,req-2227|req-7461,1,1
635,isolated_observations,request_id,,,,1,
636,bridge_with_noise,file_path,services/payment/recovery_4045.py,services/payment/recovery_4045.py,services/payment/recovery_4045.py|services/payment/recovery_3747.py,1,1
637,ambiguous_competitors,file_path,,services/payment/recovery_3631.py,services/payment/recovery_3631.py|services/payment/recovery_5283.py,0,
638,late_single_cause,class_name,PaymentRecoveryNode3066,PaymentRecoveryNode3066,PaymentRecoveryNode3066|PaymentRecoveryNode6290,1,1
639,two_hop_join,exception,PaymentRecovery9073Error,PaymentRecovery9073Error,PaymentRecovery9073Error,1,1
640,ambiguous_competitors,class_name,,PaymentRecoveryNode4132,PaymentRecoveryNode4132|PaymentRecoveryNode9181,0,
641,ambiguous_competitors,exception,,PaymentRecovery5675Error,PaymentRecovery5675Error|PaymentRecovery9269Error,0,
642,competing_bridges,config_key,PAYMENT_RECOVERY_9361,PAYMENT_RECOVERY_9361,PAYMENT_RECOVERY_9361|PAYMENT_RECOVERY_9118,1,1
643,diagnostic_fork,function_name,recover_payment_state_2624,recover_payment_state_2624,recover_payment_state_2624,1,1
644,isolated_observations,class_name,,,,1,
645,competing_bridges,exception,PaymentRecovery8910Error,PaymentRecovery8910Error,PaymentRecovery8910Error|PaymentRecovery7134Error,1,1
646,mixed_evidence,request_id,req-1594,req-1594,req-1594|req-5492,1,1
647,two_hop_join,file_path,services/payment/recovery_5041.py,services/payment/recovery_5041.py,services/payment/recovery_5041.py,1,1
648,speculative_loop,test_name,,test_payment_recovery_6131,test_payment_recovery_6131|test_payment_recovery_5253,0,
649,mixed_evidence,exception,PaymentRecovery8022Error,PaymentRecovery8022Error,PaymentRecovery8022Error|PaymentRecovery4791Error,1,1
650,stale_then_confirmed,function_name,recover_payment_state_4820,recover_payment_state_4820,recover_payment_state_4820|recover_payment_state_4013,1,1
651,mixed_evidence,config_key,PAYMENT_RECOVERY_5362,PAYMENT_RECOVERY_5362,PAYMENT_RECOVERY_5362|PAYMENT_RECOVERY_2485,1,1
652,isolated_observations,exception,,,,1,
653,speculative_loop,request_id,,req-9387,req-9387|req-6394,0,
654,diagnostic_fork,config_key,PAYMENT_RECOVERY_2616,PAYMENT_RECOVERY_2616,PAYMENT_RECOVERY_2616,1,1
655,competing_bridges,config_key,PAYMENT_RECOVERY_3555,PAYMENT_RECOVERY_3555,PAYMENT_RECOVERY_3555|PAYMENT_RECOVERY_4621,1,1
656,three_tool_chain,request_id,req-3255,req-3255,req-3255,1,1
657,two_hop_join,exception,PaymentRecovery8438Error,PaymentRecovery8438Error,PaymentRecovery8438Error,1,1
658,stale_then_confirmed,request_id,req-6270,req-6270,req-6270|req-9702,1,1
659,stale_then_confirmed,exception,PaymentRecovery2402Error,PaymentRecovery2402Error,PaymentRecovery2402Error|PaymentRecovery1486Error,1,1
660,isolated_observations,function_name,,,,1,
661,diagnostic_fork,function_name,recover_payment_state_4838,recover_payment_state_4838,recover_payment_state_4838,1,1
662,bridge_with_noise,function_name,recover_payment_state_1012,recover_payment_state_1012,recover_payment_state_1012|recover_payment_state_5610,1,1
663,ambiguous_competitors,class_name,,PaymentRecoveryNode4732,PaymentRecoveryNode4732|PaymentRecoveryNode2575,0,
664,late_single_cause,request_id,req-1528,req-1528,req-1528|req-6386,1,1
665,diagnostic_fork,test_name,test_payment_recovery_6430,test_payment_recovery_6430,test_payment_recovery_6430,1,1
666,late_single_cause,test_name,test_payment_recovery_7401,test_payment_recovery_7401,test_payment_recovery_7401|test_payment_recovery_5218,1,1
667,diagnostic_fork,function_name,recover_payment_state_3881,recover_payment_state_3881,recover_payment_state_3881,1,1
668,stale_then_confirmed,config_key,PAYMENT_RECOVERY_2850,PAYMENT_RECOVERY_2850,PAYMENT_RECOVERY_2850|PAYMENT_RECOVERY_5756,1,1
669,diagnostic_fork,file_path,services/payment/recovery_4573.py,services/payment/recovery_4573.py,services/payment/recovery_4573.py,1,1
670,ambiguous_competitors,class_name,,PaymentRecoveryNode7173,PaymentRecoveryNode7173|PaymentRecoveryNode2686,0,
671,competing_bridges,config_key,PAYMENT_RECOVERY_8363,PAYMENT_RECOVERY_8363,PAYMENT_RECOVERY_8363|PAYMENT_RECOVERY_1083,1,1
672,two_hop_join,function_name,recover_payment_state_5944,recover_payment_state_5944,recover_payment_state_5944,1,1
673,stale_then_confirmed,function_name,recover_payment_state_8243,recover_payment_state_8243,recover_payment_state_8243|recover_payment_state_7723,1,1
674,stale_then_confirmed,config_key,PAYMENT_RECOVERY_1768,PAYMENT_RECOVERY_1768,PAYMENT_RECOVERY_1768|PAYMENT_RECOVERY_0150,1,1
675,isolated_observations,file_path,,,,1,
676,ambiguous_competitors,request_id,,req-4700,req-4700|req-7856,0,
677,competing_bridges,exception,PaymentRecovery8614Error,PaymentRecovery8614Error,PaymentRecovery8614Error|PaymentRecovery7249Error,1,1
678,two_hop_join,file_path,services/payment/recovery_4501.py,services/payment/recovery_4501.py,services/payment/recovery_4501.py,1,1
679,ambiguous_competitors,config_key,,PAYMENT_RECOVERY_7904,PAYMENT_RECOVERY_7904|PAYMENT_RECOVERY_4261,0,
680,three_tool_chain,file_path,services/payment/recovery_8424.py,services/payment/recovery_8424.py,services/payment/recovery_8424.py,1,1
681,isolated_observations,exception,,,,1,
682,diagnostic_fork,config_key,PAYMENT_RECOVERY_6418,PAYMENT_RECOVERY_6418,PAYMENT_RECOVERY_6418,1,1
683,mixed_evidence,class_name,PaymentRecoveryNode4576,PaymentRecoveryNode4576,PaymentRecoveryNode4576|PaymentRecoveryNode0414,1,1
684,two_hop_join,class_name,PaymentRecoveryNode6932,PaymentRecoveryNode6932,PaymentRecoveryNode6932,1,1
685,two_hop_join,class_name,PaymentRecoveryNode7787,PaymentRecoveryNode7787,PaymentRecoveryNode7787,1,1
686,competing_bridges,test_name,test_payment_recovery_5015,test_payment_recovery_5015,test_payment_recovery_5015|test_payment_recovery_4441,1,1
687,stale_then_confirmed,exception,PaymentRecovery1608Error,PaymentRecovery1608Error,PaymentRecovery1608Error|PaymentRecovery3681Error,1,1
688,three_tool_chain,exception,PaymentRecovery6301Error,PaymentRecovery6301Error,PaymentRecovery6301Error,1,1
689,speculative_loop,request_id,,req-2584,req-2584|req-8354,0,
690,diagnostic_fork,config_key,PAYMENT_RECOVERY_3787,PAYMENT_RECOVERY_3787,PAYMENT_RECOVERY_3787,1,1
691,speculative_loop,test_name,,test_payment_recovery_0604,test_payment_recovery_0604|test_payment_recovery_8232,0,
692,isolated_observations,file_path,,,,1,
693,bridge_with_noise,function_name,recover_payment_state_1309,recover_payment_state_1309,recover_payment_state_1309|recover_payment_state_7527,1,1
694,diagnostic_fork,class_name,PaymentRecoveryNode1375,PaymentRecoveryNode1375,PaymentRecoveryNode1375,1,1
695,ambiguous_competitors,function_name,,recover_payment_state_2372,recover_payment_state_2372|recover_payment_state_4425,0,
696,two_hop_join,function_name,recover_payment_state_8667,recover_payment_state_8667,recover_payment_state_8667,1,1
697,mixed_evidence,request_id,req-7292,req-7292,req-7292|req-7561,1,1
698,mixed_evidence,file_path,services/payment/recovery_6057.py,services/payment/recovery_6057.py,services/payment/recovery_6057.py|services/payment/recovery_5810.py,1,1
699,diagnostic_fork,function_name,recover_payment_state_4524,recover_payment_state_4524,recover_payment_state_4524,1,1
700,three_tool_chain,test_name,test_payment_recovery_4356,test_payment_recovery_4356,test_payment_recovery_4356,1,1
701,speculative_loop,exception,,PaymentRecovery0964Error,PaymentRecovery0964Error|PaymentRecovery8522Error,0,
702,ambiguous_competitors,request_id,,req-1926,req-1926|req-5038,0,
703,bridge_with_noise,request_id,req-9121,req-9121,req-9121|req-3397,1,1
704,speculative_loop,function_name,,recover_payment_state_7053,recover_payment_state_7053|recover_payment_state_4666,0,
705,two_hop_join,function_name,recover_payment_state_2734,recover_payment_state_2734,recover_payment_state_2734,1,1
706,two_hop_join,config_key,PAYMENT_RECOVERY_5482,PAYMENT_RECOVERY_5482,PAYMENT_RECOVERY_5482,1,1
707,mixed_evidence,request_id,req-2028,req-2028,req-2028|req-1686,1,1
708,three_tool_chain,test_name,test_payment_recovery_8930,test_payment_recovery_8930,test_payment_recovery_8930,1,1
709,late_single_cause,request_id,req-9697,req-9697,req-9697|req-9648,1,1
710,speculative_loop,request_id,,req-9241,req-9241|req-3243,0,
711,speculative_loop,exception,,PaymentRecovery4936Error,PaymentRecovery4936Error|PaymentRecovery1840Error,0,
712,two_hop_join,config_key,PAYMENT_RECOVERY_0798,PAYMENT_RECOVERY_0798,PAYMENT_RECOVERY_0798,1,1
713,bridge_with_noise,file_path,services/payment/recovery_8573.py,services/payment/recovery_8573.py,services/payment/recovery_8573.py|services/payment/recovery_5918.py,1,1
714,speculative_loop,function_name,,recover_payment_state_9305,recover_payment_state_9305|recover_payment_state_9532,0,
715,competing_bridges,class_name,PaymentRecoveryNode6755,PaymentRecoveryNode6755,PaymentRecoveryNode6755|PaymentRecoveryNode0270,1,1
716,isolated_observations,exception,,,,1,
717,mixed_evidence,function_name,recover_payment_state_4551,recover_payment_state_4551,recover_payment_state_4551|recover_payment_state_3793,1,1
718,diagnostic_fork,function_name,recover_payment_state_6607,recover_payment_state_6607,recover_payment_state_6607,1,1
719,diagnostic_fork,file_path,services/payment/recovery_1928.py,services/payment/recovery_1928.py,services/payment/recovery_1928.py,1,1
720,three_tool_chain,exception,PaymentRecovery0718Error,PaymentRecovery0718Error,PaymentRecovery0718Error,1,1
721,diagnostic_fork,request_id,req-8736,req-8736,req-8736,1,1
722,two_hop_join,class_name,PaymentRecoveryNode3717,PaymentRecoveryNode3717,PaymentRecoveryNode3717,1,1
723,competing_bridges,file_path,services/payment/recovery_8689.py,services/payment/recovery_8689.py,services/payment/recovery_8689.py|services/payment/recovery_6354.py,1,1
724,three_tool_chain,config_key,PAYMENT_RECOVERY_1046,PAYMENT_RECOVERY_1046,PAYMENT_RECOVERY_1046,1,1
725,two_hop_join,function_name,recover_payment_state_4602,recover_payment_state_4602,recover_payment_state_4602,1,1
726,mixed_evidence,test_name,test_payment_recovery_2262,test_payment_recovery_2262,test_payment_recovery_2262|test_payment_recovery_8109,1,1
727,ambiguous_competitors,exception,,PaymentRecovery2980Error,PaymentRecovery2980Error|PaymentRecovery8635Error,0,
728,late_single_cause,function_name,recover_payment_state_0743,recover_payment_state_0743,recover_payment_state_0743|recover_payment_state_7566,1,1
729,mixed_evidence,file_path,services/payment/recovery_6134.py,services/payment/recovery_6134.py,services/payment/recovery_6134.py|services/payment/recovery_1563.py,1,1
730,ambiguous_competitors,config_key,,PAYMENT_RECOVERY_2445,PAYMENT_RECOVERY_2445|PAYMENT_RECOVERY_9183,0,
731,stale_then_confirmed,class_name,PaymentRecoveryNode1311,PaymentRecoveryNode1311,PaymentRecoveryNode1311|PaymentRecoveryNode1645,1,1
732,three_tool_chain,exception,PaymentRecovery0671Error,PaymentRecovery0671Error,PaymentRecovery0671Error,1,1
733,stale_then_confirmed,exception,PaymentRecovery1912Error,PaymentRecovery1912Error,PaymentRecovery1912Error|PaymentRecovery7322Error,1,1
